,info,name
387,暂无歌手信息,松本文紀
388,暂无歌手信息,Akie秋绘
389,暂无歌手信息,BRONCHO
390,暂无歌手信息,River Valley Worship
391,暂无歌手信息,上北健
392,"泰迪・汤普森（英语：Teddy Thompson，1976年2月19日－），英国民谣摇滚创作歌手。他自2000年发行首张专辑，便投身乐坛至今。

他是<断背山>里清亮而明澈的民谣男声,出身于音乐世家。父亲是大名鼎鼎的Richard Thompson,母亲Linda Thompson年轻时当选过田纳西小姐,还是David Foster的老婆，发过好多张的民谣专辑。原来Teddy也不是全没来头的，而他的音乐天赋也应该源自家庭的熏陶。他是卡米拉汤普森的兄弟。在18岁的时候，泰迪移至洛杉矶继续他的音乐生涯，20世纪90年代作为一名歌手和吉他手在他的父亲理查德的乐队工作。

他成名前更在Rufus Wainwright的多张专辑里做过合音和Guitar的演奏。更在多张原声，比如＜Phycho＞里献声。他至少出了3 张专辑：《You? Me? Us?》，现场专辑《Celtschmerz》（1998年），和《 Mock Tudor》（1999年）。早在1993年他大量出现在他父亲乐队的录像中，包括在BBC的朱荷兰表演。2000年，Teddy 首次发行了他的同名独唱，后来 Teddy 还制作了他母亲 2002 年的专辑《Fashionably Late》，还在Rosanne Cash 的乐队待了一段时间。",Teddy Thompson
393,"
            张学友（英语：Jacky Cheung，1961年7月10日－），生于香港，祖籍天津，是一位在亚洲地区和华人社会具有影响力的实力派歌手和著名电影及音乐剧演员，香港乐坛“四大天王”之一，华语乐坛巨星，享有“歌神”的称誉。

",张学友
394,暂无歌手信息,Gym and Swim
395,"Sufjan Stevens，1975年出生，可能成为我们这个世代最重要的Singer/Songwriter。
高中时学习双簧管，大学时专研斑鸠琴，随后不论是吉他、钢琴、手风琴、曼陀林、敲击乐器等，都成了Sufjan的精通范围。成为专职音乐家前，这名全才的乐器演奏能手也曾是科幻小说的作家与时代杂志的内页设计师。出道以来音乐风格之变化多端，与他精彩的职场履历恰可比拟。
第二张专辑Enjoy Your Rabbit以中国的十二生肖为题，玩的却是光怪陆离的电子即兴曲风；第四张专辑Seven Swans（音速青春2004十大专辑）以斑鸠琴为主导，笃信基督教的Sufjan透过缓慢的民谣曲势，探讨着宗教信仰、家庭价值与个人情感三者间的纠葛，词与曲皆充满着深度与力量。而第三张专辑Michigan与最新专辑Illinois，则是Sufjan Stevens另一个异想天开却又让人拍案叫绝的音乐狂想。
对Sufjan来说，所谓的50 States Project一开始只是广告文案式的幽默宣传手法，目的是推销Michigan – 一张以自己成长家乡为主题的概念专辑。然而音乐质地细致多元的Michigan不但一举打响了Sufjan Stevens的名号，蜂拥而至的好评也迫使Sufjan重新审视这个计划的可能性 – 以美国的五十州为命题蓝本，替他们各自创作一张唱片。
Sufjan开始思考着美国认同与美国历史。从他的角度出发，美国毫无疑问是座混杂着各色人种与各式宗教的熔炉；然而混乱的政治局面却使这个曾经强盛的移民国家面临着信心崩解的危机。如何将大家团结起来，找寻一致的出口，似乎是每名公民都应努力的课题。Sufjan尽了自己的本分，音乐人的本分；2004 年尾端，他将自己关进录音室，录制了50 States Project的第二号作品，Illinois。",Sufjan Stevens
396,"押尾光太郎（Kotaro Oshio），生于1968年2月1日，大阪人，原声吉他演奏家。2002年7月10日，东芝EMI公司为其发行了第一张专辑《Starting Point》。    

2002年7月，有机会去瑞士演出，10月22日为美国首演。他的作品被广泛地用在影视背景音乐中。影片《下船登上她的小岛》中作为电影主题音乐。 赢得ADLIB杂志评选的2002年国内最佳新人艺人奖。 获得2002年大阪市艺术文化节的嘉奖。 他在吉他上演奏出来了让人以为是一把吉他不可能同时演奏出来的音色，这里面融合了力量，温婉，柔美，受到了大家的接受和喜爱。 押尾先是跟中川砂仁学吉他，后来20多岁时，在东京跟冈崎伦典学了约三年，其实他自己有说，除了受这两位影响外，他还受到另外一位日本吉他大师小松原俊影响很深。此外像Tuck Andress、Michael Hedges、Alex De Grassi都是影响他很深的国外吉他手，我们也的确可以在他的弹奏中看到他融合了他们的手法。

",押尾コータロー
397,暂无歌手信息,She's
398,"陶喆祖籍上海，出生于香港，在台北长大，1988年，陶喆在美国到处打工，包括了粗糖工厂、乐器行、鞋店、服饰店等，还当过临时演员。1993年春天，陶喆在洛杉矶一家唱片店初遇王治平，并在王治平的力邀下回到台湾发展，开始创作歌曲和担当音乐制作人，并为港台的一些知名歌手制作专辑(如：周葆元、陈淑华、杨采妮、郑中基、L.A. BOYZ、陶晶莹、孙耀威等)。
1997年，陶喆从幕后跃至台前加盟当时刚成立的侠客唱片，支持陶喆发行了第一张专辑《陶喆》，为台湾流行音乐圈带来重要影响，其中改编自台湾歌谣的R&B版“望春风”，更可谓开启老歌新唱R&B复古风的风潮。而陶式情歌如“沙滩”、“爱很简单”、“飞机场的十点半”等，也都在日后成为脍炙人口的经典情歌。自此，陶喆也广为华语世界所熟知。2003年，许安进因官司随后入监服刑，金瑞瑶被迫以九位数代价，把一手栽培的陶喆卖给“Ｅ世代娱乐”，也结束了6年多以来的合作关系。曾叱吒演艺圈的许安进与金瑞瑶夫妇，他们1997年起陆续替陶喆出了《陶喆》、《I'm OK》及《黑色柳丁》等三张专辑，可说是陶喆音乐路上的贵人。中国与西洋的结和，舒服的音乐、完全放松的心情、美式的制作。 让陶喆带你进入截然不同的音乐领域.",陶喆
399,暂无歌手信息,Talulah Gosh
400,暂无歌手信息,爱蔻·丁妮
401,暂无歌手信息,SpongeBob Squarepants
402,暂无歌手信息,Shimona
403,暂无歌手信息,U-Hee
404,"Cash  Csah是一只来自美国New Jersey的Pop Rock乐队. 2003年组队,当时乐队名是The Consequence. 直到2007年,签约Universal Public后更名为Cash Cash. 他们的创作巧妙的容入了大量的电音元素.风格甜蜜而又清新,属于纯正POP PUNK的电音.整张专辑听着都干净.不急不躁.温度适中.专辑的风格以70年代的Funk为基调，混合了80年代的Disco和当代流行摇滚，再加上一点电子音效，于是就造就了这么一张让人听后禁不住莞尔一笑的开心风味盘。他们第一张EP在Billboard上排名24.总的来说Cash Cash还是一只比较新但是很有潜力的乐队.　　极力推荐他们的Party In Your Bedroom,超活力超棒的一首!suger rush绝对给你不同凡响的听觉效果！ 　　另外Cash Cash还在2010年为SEGA的著名游戏Sonic系列最新一作《Sonic Colors》演唱了主题歌Reach For the Stars及片尾曲Speak With Your Heart，不管你是不是Sonic系列的FANS都值得一听。 ",Cash Cash
405,"Samuel Beam，艺名Iron & Wine，独立民谣时代的都市乡愁。美国民谣摇滚原创歌手。他已经发行了4张录音专辑，若干密纹唱片和单曲，以及一些网络下载作品。其中还包括一张其在2005年波纳罗音乐节上表演的现场版录音。

Beam在南加州长大，之后移居到福罗里达上学，但现居德州奥斯丁郊外。这个大器晚成的男人成名之前是一名电影老师。Iron & Wine其实是Samuel Beam一个人的乐队，或者说，只不过是他的艺名。这个名字源自于他在拍摄一部电影时在一家杂货店发现的饮食补充剂“Beef Iron & Wine”。

Iron and Wine的音乐风格包括蓝草和另类乡村的根基，田园牧歌般的沉思默想，从某种程度上与Nick Drake、Sparklehorse遥相呼应。以诗意隽永的语言表达极为个人化的生活感受，思想的内向性、深刻性让人想起Conor Oberst和Elliot Smith的都市民谣。

“在我大量接受采访之前，我从来没有考虑过如何给我的音乐归类”，Beam说道，“我想我喜欢‘民谣’这个标签。我最近意识到民谣是除了古典音乐之外的一切音乐，无论说唱还是摇滚乐都一样，民谣就是来自民间的音乐。” 
",Iron & Wine
406,暂无歌手信息,Jean-Francois Maljean
407,"
            莫妮卡曼奇尼生于1952年，是著名电影作曲家亨利曼奇尼和他的妻子金妮的双胞胎女儿之一，大概是继承了父亲的艺术天才，走上了歌唱事业成功的职业生涯。她是美国唱片和音乐会的表演艺术家，曾获2005年双格莱美奖提名。她曾出现在无数电影配乐中，并参加多明戈、贺拉斯银，昆西琼斯和迈克尔杰克逊等艺术家的唱片演出。《Senza fine 无穷无尽》是2002年电影幽灵船的插曲，尽管电影不太出名，但是monica mancini出色的演唱令人如痴如醉。
    ",Monica Mancini
408,暂无歌手信息,OMFG
409,"
            高晓松（1969年11月14日－），中国作曲家、填词人、音乐制作人及导演，“校园民谣”的代表人物。他以创作见长，也极具商业头脑，曾创立了麦田音乐，也即是后来发展规模最大的国内唱片公司太合麦田。现定居美国洛杉矶，从事电影及音乐工作。并担任新浪网驻美文化交流首席代表。

",高晓松
410,暂无歌手信息,Late June
411,暂无歌手信息,Ryan Griffin
412,"Marit Larsen，原M2M女子组合的成员。在2002年4月解散后，Marion在2005年出了其首张专辑Here I Am，Marit则在2006年出了其首张单飞专辑Under The Surface，08年推出了第二张专辑the chase。

离开M2M的Marit Larsen选择了留在挪威继续追寻音乐。她在这期间开始尝试不同音乐，钢琴口琴，电吉他，歌词创作和歌曲制作。06年初，带着对音乐的执迷，她重新回到自己的舞台，推出首张单飞专辑Under The Surface。而这期间，没有过多的商业宣传，没有和Marion Raven一样走当时主流的pop-rock，Marit Larsen仍然保留着在M2M时的清澈。06年，新专辑带给她MTV欧洲音乐大奖最佳挪威艺人，Spellemannprisen最佳女歌手，最佳音乐MV，最佳歌曲三大奖项。",Marit Larsen
413,"1988年，以TAKURO和TERU为中心，以GLAY为乐队名的演唱组合初步形成。当时TAKURO他们还只是高中生，但是，已经开始在家乡（北海道函馆市）进行演出。这时的GLAY 还只是一个雏形，直到1989年，乐队吸收了一个名叫 NOBUMASA 的鼓手，而原鼓手 TERU 因为声线独特被众人推举为乐队的主音；同时应 TAKURO 的邀请， HISASHI 也加入了乐队，此时的GLAY 可以算得上是全员到齐了。1990 年底，GLAY 离开家乡北海道，前往东京发展，并开始穿梭于东京都近郊的LIVE HOUSE，这段时间积累了不少的人气和经验。 1991年，GLAY 四人开始自费录制盒式卡带，且在这段时间之后，乐队又吸收了一名成员 -- 来自GLAY 家乡的 JIRO。由于 JIRO 的加入，使得 GLAY 的音乐风格有了极大的变化。 到了1993年的夏天，GLAY 终于遇到了使他们的命运从此发生转折的人 -- YOSHIKI。这天是 JIRO 的生日，众人还像平常一样举行着小型的演唱会，此时一个人悄悄的来到了演唱会的现场，他就是YOSHIKI。当热情的歌迷认出是YOSHIKI的时候，现场顿时一片骚动，身份被识破的YOSHIKI诚恳地问 GLAY 众人是否愿意加入他名下的唱片公司。这时 TAKURO 开玩笑似的说如果 YOSHIKI愿意为他们伴奏，他们就立刻答应。 YOSHIKI 听后欣然为 GLAY 伴奏了一曲。从此， GLAY就和YOSHIKI名下的唱片公司签订了合约，踏上了今后的演艺之路。 　　
2002年10月作为『中日邦交正常化30周年』的演出嘉宾，在北京工人体育馆举行首次海外演唱会『ONE LOVE IN BEIJING』，并接受了江泽民的接见。 2005年7月18日，主唱TERU的广播节目Teru Me Night，以1万人的史上最大规模公开录音冲击吉尼斯世界记录。GLAY在中国国内和港台的名气或许不及 LUNA SEA 和 B'z 两个摇滚乐队，但是在日本他们可是被称作"" 国民乐队 ""的著名摇滚乐团，与LUNA SEA 、B'z 并称为日本摇滚三大家，深受歌迷喜爱。
",GLAY
414,暂无歌手信息,PAXCHILD
415,暂无歌手信息,多田葵
416,"J Rabbit是钢琴 吉他等乐器演奏和合唱担当的정다운和迷人声线担当的정혜선组成的女子组合。

활동정보 Duet | 대한민국
장르 팝 
스타일 발라드 (Ballad), 인디 팝 (Indie Pop)
현재멤버 정다운,	 정혜선
피아노 기타등의 악기연주와 코러스를 담당하는 정다운과 보컬을 담당하는 정혜선으로 구성된 여성 듀오.",J Rabbit
417,"
            Humbert Humbert（日：ハンバート ハンバート）
　　是日本男女双人组民谣团体，成立于1998年。
　　成员介绍
　　佐藤良成（さとうりょうせい 1978年 - ）声乐、吉他、小提琴、
　　曼陀林、作词、作曲。出生于神奈川县。
　　佐野游穂（さのゆうほ 1976年 - ）声乐、口琴、锡哨笛、作词。
　　出生于东京都。
　　两人为夫妻。

",ハンバート ハンバート
418,"The Cure是一支英国乐队，其灵魂人物是Robert Smith。

20年的风雨，The Cure不断经历着走马灯似的人事变动，唯一屹立不倒的是乐队的灵魂人物Robert Smith。1959年4月21日，他出生于的英国Blackpool，但还在他幼年时全家就搬到了Crawley。6岁时，他从他的哥哥Richard处开始学习吉他和弦，十四岁时与同学Lol Tolhurst、Michael Dempesy一起组成了名为Easy Cure的乐队，他们的第一盒样带，包括一首有点模仿Albert Camus的“The Outsider”的名为“Killing An Arab”的歌曲，到了Polydor唱片公司的Chris Parry的手中。被这首歌深深打动的 Parry，在1978年12月通过独立唱片公司Small Wonder为The Cure出版了一张限量发行的单曲唱片。而当时离开Polydor，组建了Fiction Records时，也同时把The Cure带到了新公司，直到现在。 

The Cure的音乐至少95%以上是由Robert Smith创作，歌词更是全部出自他的手笔。1997年一月,ROBERT SMITH被邀请参加了在纽约麦迪逊广场举行的摇滚名人殿堂五十周年纪念会。

在The Cure二十年的演唱生涯和两千五百万张唱片销量的背后,THE CURE依然是他们遍布全球的歌迷心中的 力量源泉.作为一支非主流音乐的先驱者,他们深深影响了许多后来的乐队,如SMASHING PUMPKINS""和""THE CRADGANS"" 等。就像所有伟大的摇滚乐队一样,THE CURE用音乐在摇滚乐的历史上烙上了他们的印记,成为一代人的代言人。",The Cure
419,"
            李圣杰（1973年2月21日－），台湾男歌手，拥有四分之一德国血统，曾为台湾网球“国手”。早年曾用艺名李杰。擅长情歌，代表作《手放开》蝉联近三年KTV点播总排行榜前三名，《痴心绝对》亦为KTV点播排行榜冠军。而《远走高飞》这首歌是李圣杰透过一张发黄的老照片，逐渐了解外公的浪漫故事，也就借由这首歌献给曾经翱翔蓝天的外公外婆。2006年发行的《眼底星空》，及之后发行的《擦肩而过》，更是风靡全台。

",李圣杰
420,"来自优雅浪漫的港都神户，创造当地街头传奇的双吉它组合DEPAPEPE，以首张专辑《Let's Go!!!》引发“配乐也是主流音乐！”的最新话题旋风，正式出道登场！ 　2002年11月，由德冈庆也及三浦拓也二人合组而成的DEPAPEPE，仅以二把空心吉它就能表现出变化多端的心象风景以及喜怒哀乐，以洋溢着青春气息的轻快曲风旋律，弹奏出舒缓人心的音乐空间，如此以吉它歌唱的效应正在迅速蔓延扩散中！从神户到大阪、京都以及东京，随着街头表演的经验累积，DEPAPEPE瞬间开启了知名度及人气！ 　　
德冈庆也其流行且感性的作曲功力，以及三蒲拓也情感纤细且大胆的吉它弹奏，DEPAPEPE的组合成为日本乐坛一股跨界的新兴势力！用手指及琴弦歌唱的DEPAPEPE，将用他们音乐里不同趣味风貌的曲调，邀请你一起进入这变幻多彩的吉它的世界！ 　　
两人至今已经发行了17张专辑(包括6个单曲)，还有4张DVD。目前签约于日本新力音乐公司。 ",DEPAPEPE
421,暂无歌手信息,4-ever
422,"
            埃米纳姆，美国歌手。其风格类型为：Hardcore Rap（硬核说唱）。埃米纳姆最大的突破就是证明白人也能介入到黑人一统天下的说唱（RAP）界中，而且获得巨大的成功。同时他的叛逆不仅长期以来深受美国青少年喜爱，也让他在舆论中始终遭到抨击。

",Eminem
423,"
            M.GraveyardのMとは、「music」の略です。
音楽たちの墓場という意味で生まれてきた音楽たちをどうかお聴きいただければ幸いです。

M.Graveyard に所属する皆様

dai　
M.Graveyard の代表兼雑用。
音楽を作る際にはドM根性丸出しで自らを死地に追い込む。

健康です。

chiz
M.Graveyard のWeb担当＆演奏者（太鼓）。
Webを作る際にはドM根性丸出しで自らを死地に追い込む。

僕はしにましぇん。
    ",M.Graveyard
424,暂无歌手信息,Mordkey
425,"
            Ferry Corsten, also known under the alias System F, (born 4 December 1973 in Rotterdam, Netherlands) is a Dutch producer of trance music, in addition to being a DJ and remixer. He also hosts his own weekly radio show, Corsten's Countdown. He routinely plays at events all over the world with crowds in excess of tens of thousands.
    ",Ferry Corsten
426,暂无歌手信息,王崴
427,暂无歌手信息,J_ust
428,"你从她的声音里是绝对听不出来她的年龄的！Kimya Dawson的音乐跳跃得就像夏日清晨的阳光，顽皮而毫不炽烈。她的音乐风格属于Anti-folk，Indie-rock，Lo-fi。2002年发行首张个人专辑I'm Sorry That Sometimes I'm Mean，在此之前参加过一个叫the Moldy Peaches的Anti-folk团。
1995年Dawson和Adam Green相遇于她工作的一家唱片店。故事总是这样开始并进行。他们由于在音乐方面有着共同的兴趣便成为了好朋友并开始在一起搞点小创作。1999年Kimya Dawson，Adam Green以及另外几个朋友就一起组成了the Moldy Peaches。
2002年，Dawson和Green都先后推出了各自的solo debut。 I'm Sorry That Sometimes I'm Mean为Kimya Dawson赢得了很好的口碑，之后她在欧洲、美国展开了一系列的巡演。Kimya Dawson的歌词写的很自我，特别生活化，有时很朋克这就是她，和她的生活，真诚正是源自于此。",Kimya Dawson
429,"伊東歌詞太郎（Vo）と宮田“レフティ”リョウ（Bass/Guitar/Key）による、2人組ユニット。
日本語を大事にした歌詞・メロディセンス・力強い歌声が織りなす琴線に触れる楽曲を、他者とは一線を画す展開で発信する2010年代型アーティスト。メディアでは顔出しを行っておらず、その素顔はライブ等でしか見ることが出来ない。

２人は中学時代からの同級生であり、はじめて結成したバンドのメンバー。
卒業後、別々の音楽活動を経て再会し、各々が培った音楽を一緒に発信すべく2012年にイトヲカシを結成。
並行して、インターネットの世界に音楽を投稿、様々なアーティストへの楽曲提供やプロデュースワーク、サポートミュージシャンなどの活動をそれぞれが個々で行い、
特に動画サイトにおいてその歌声とメロディセンスが大きな話題を呼び、投稿動画総再生数は2,000万、twitterフォロワー数は併せて50万人以上と異例な存在となる。

イトヲカシとしては2012年4月に1stミニアルバム「ホシアイ」（伊東歌詞太郎/レフティモンスター名義）、10月に2ndミニアルバム「音呼治心」、2013年11月に3rdミニアルバム「軌唱伝結」を自主製作にてリリース。
バンド出身の2人だからこそ、動画サイトを中心に活動を続ける中で芽生えた「本当にみんなに歌が届いているんだろうか？みんなに感謝の気持ちが届けられてるんだろうか？もっとライブをやって直接歌を届けたい。直接会って感謝を伝えたい。」という想いから、ライブ活動も積極的に展開。
特に都市圏以外の、なかなかライブに行く事が出来ない所に住んでいる人たちに自分達から会いに行こうと、2013年以降全国路上ライブツアー実施しており、2013年3月～4月実施の「イトヲカシ全国路上ライブツアー～はるかぜのやくそく～」では、東京・大阪・名古屋を除く31箇所で12,000人以上を動員。2014年9月～10月実施の「イトヲカシ全国路上ライブツアー2014」では、わずか17箇所で7,000人以上を動員。2年かけて個人でのライブも含めた形で全都道府県での歌唱を達成した。
この状況は海外まで飛び火しており、タイ/シンガポール/フランス/オランダで世界路上ライブツアーを実施、シンガポールのフェスティバルにも2回出演を果たしている。

個々の活動を含め4年間の準備期間を経て、満を持して2016年よりイトヲカシの活動を本格化。",イトヲカシ
430,暂无歌手信息,Sibewest
431,暂无歌手信息,Rodriguez Jr.
432,暂无歌手信息,Cale Dodds
433,暂无歌手信息,Schroeder-Headz
434,暂无歌手信息,イエロー・マジック・オーケストラ
435,暂无歌手信息,Nodiction
436,"
",The Rescues
437,"能登麻美子（1980年2月6日－）是一名日本女性声优，大泽事务所所属。日本石川县人，血型O型，身高163cm。兴趣、特长是料理、电影鉴赏、拍照、插花。首次工作是马自达汽车的广播广告，初次配音是1999年动画《爆球连发!!Super B-Daman》的ハスラー・ナミ，同年以《Boogiepop Phantom》的配角殿村望都正式出道。对待自己的工作，用工作现场导演的话来说就是：麻美子老师对待工作真的是非常细心，而且是勤勤恳恳，我真的很佩服她。麻美子自己说道：我非常喜欢我的工作，大概就同其他声优一样，无所谓努不努力，只是热爱着而已。
",能登麻美子
438,暂无歌手信息,SPANK PAGE
439,暂无歌手信息,めと
440,"
            飞轮海是台湾的四人男子演唱组合，为可米制作与华研国际音乐旗下的团体，于2005年9月15日正式出道。
飞轮海的团名是华氏温度的德文原文“Fahrenheit”的音译，意指“飞轮海”四位成员不同的温度。“飞轮海”彷佛是由春、夏、秋、冬组成的团体，也一如四季有温暖、炎热、凉爽、酷冷的气候。四位成员中，汪东城代表炎热的夏天(95℉)；从加拿大温哥华返回台湾的辰亦儒代表温暖的春天(77℉)；来自文莱的吴尊代表凉爽的秋天(59℉)；炎亚纶代表酷冷的冬天(41℉)。
    ",飞轮海
441,暂无歌手信息,虻川治
442,"
            张芸京（1983年9月6日―），本名张芸菁，台湾台北人，台湾女歌手。于2007年参加台湾台视主办的歌唱选秀节目《超级偶像》第一季，并获得冠军头衔。第一张专辑《破天荒》，金牌大风于2009年5月8日发行，销售成绩优异。

",张芸京
443,暂无歌手信息,Sou
444,暂无歌手信息,Anne-Marie
445,"
            David Guetta 1967年11月7日出生在法国巴黎，David Guetta80年代开始DJ生涯，至今已逐渐成为世界上最著名、最受推崇的DJ之一。根据DJ magazine最新票选，David 排名全球House DJ第一位。他已成为独树一帜的领头人物，他在用完美的音乐才华征服世界。“Fuck Me, I’m Famous”。是David Guetta 的有名专辑。代表作品 ： 《Just A Little More Love》。
    ",David Guetta
446,暂无歌手信息,Reykon
447,"
",花たん
448,暂无歌手信息,ヒトリエ
